Vardas         Pavarde               ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9      Egz.
Vardas844      Pavarde844              5         7        10        10         3         8         6         4         1         5
Vardas845      Pavarde845              7         5         9         3         7         7         4         2         5         2
Vardas846      Pavarde846              5         9         6         5        10         3         9         4         2         6
Vardas847      Pavarde847              1         2         4         5         9         3         9         6         4         3
Vardas848      Pavarde848              5         2         8         1         5         6        10         2        10         8
Vardas849      Pavarde849              8        10         7         8         2        10         3         6         5        10
Vardas850      Pavarde850              9         6         3         2         7         8         5        10        10         1
Vardas851      Pavarde851              7         5         3         3         4         9         4         2         2         3
Vardas852      Pavarde852              3         8         3         5         6         7        10        10         9         8
Vardas853      Pavarde853              3         1         3         3         2         6         9         2         4        10
Vardas854      Pavarde854              6         5         2         4         7         7         6         8         2         4
Vardas855      Pavarde855              2         2         4         7        10         9         7         3         7         6
Vardas856      Pavarde856              5         5         8         6         9         6         7         3        10         3
Vardas857      Pavarde857              3         2         6         1         5         1         1         9         6        10
Vardas858      Pavarde858              2         9         5         2         9         9         7        10         5         7
Vardas859      Pavarde859              7         8         1        10         1         1         4         4         3         5
Vardas860      Pavarde860             10         9         1         2         1         2         9         6         1         9
Vardas861      Pavarde861              7         6         3         7         9         5         9         3         7        10
Vardas862      Pavarde862              4         9         3         2         6        10         5         6         7         5
Vardas863      Pavarde863              3         1         9         1         4         5         4         6         2         8
Vardas864      Pavarde864              6         5         9         9         8        10         7         2         8         9
Vardas865      Pavarde865              6        10         5         8         6        10         6         9         8         9
Vardas866      Pavarde866              9         8        10         3         9         8         2         2         8         9
Vardas867      Pavarde867              3         6         2         3         3         6         5         6         7         5
Vardas868      Pavarde868              2         4         4         8         3         6         1         4         3         4
Vardas869      Pavarde869              7         6         3         7         7         2         9        10         1         7
Vardas870      Pavarde870              7         4         1        10         1         6         4         8         9         8
Vardas871      Pavarde871              1         6         2         8         7         9         2         3         1         7
Vardas872      Pavarde872             10         2         8         8         9         9        10         4         1         3
Vardas873      Pavarde873              2         8         9         4         1         7         3         4         7         4
Vardas874      Pavarde874              9         4         3         5         8         3         9         1         6         5
Vardas875      Pavarde875              7         7         2        10         6         9         7         1         5         6
Vardas876      Pavarde876              7         2         9         6         2         9        10         3         4        10
Vardas877      Pavarde877              8         9        10        10         5         2         7         8         4         1
Vardas878      Pavarde878              3         7        10         8         3         1        10         8         3         3
Vardas879      Pavarde879              4         9         2         4         2        10         4         7         6         3
Vardas880      Pavarde880              3         5         3         9         1         7         9         3         9         7
Vardas881      Pavarde881              5         6         5        10         2         8         5         9         7         7
Vardas882      Pavarde882             10         4         7         2         9         6        10         4         5         9
Vardas883      Pavarde883              8        10         8         2        10         6         9         4         7         5
Vardas884      Pavarde884             10        10         6         6         3         1         9         9         8         7
Vardas885      Pavarde885              6        10         4        10         9         6         2         1         6         1
Vardas886      Pavarde886             10         1         8         6         9         6         8         2        10         5
Vardas887      Pavarde887              4         6         9         1         1         5         9        10         3         3
Vardas888      Pavarde888              4         7         2         2         9         3         8        10         5         6
Vardas889      Pavarde889              5         8        10         1         3         6         4         1         9         8
Vardas890      Pavarde890              4         4         7         6         2        10         7         5         2         6
Vardas891      Pavarde891              3         2         8         6        10         5         7        10         2         6
Vardas892      Pavarde892              8         4         5         9        10         1         4         7         2        10
Vardas893      Pavarde893              3        10        10         2         9         7         9         2         6         8
Vardas894      Pavarde894             10         9         3         2         4         6         3         5         7        10
Vardas895      Pavarde895              7         3         5        10         7         7         3         1         8         7
Vardas896      Pavarde896              3         3         1         8         6         1         9         9         3         1
Vardas897      Pavarde897              6         7         3         4         6         3         5         2        10         8
Vardas898      Pavarde898              9         5        10         9         5         7         1         4         8         1
Vardas899      Pavarde899              6         3         4         4         5         9        10         3         2         4
Vardas900      Pavarde900             10         8         8         3         6         8         6         5         8         3
Vardas901      Pavarde901              2         9         5         5         7         4         1         8         6         6
Vardas902      Pavarde902              6         7         6         8         8         5         8         2         6        10
Vardas903      Pavarde903             10         1         7         2         6         9         1         4         3         6
Vardas904      Pavarde904              9         9         2         2         6         7        10        10         5         8
Vardas905      Pavarde905             10         5         7         2        10         8        10         7         2         5
Vardas906      Pavarde906             10         1         2         2         2         2         8         1         7         2
Vardas907      Pavarde907              4         2         1         1         6        10         9         4         7         1
Vardas908      Pavarde908              9         9         6         9        10         8         1        10         5         7
Vardas909      Pavarde909              1         3         8         5         1         1         7         9         3         6
Vardas910      Pavarde910              2         8         1         7         2         2         7         9         4         6
Vardas911      Pavarde911              6         8         4         1         1         7        10         3         3         1
Vardas912      Pavarde912              4         1        10         1         6         3        10         9         6         1
Vardas913      Pavarde913              7         1         9         7         8         5         2         7         6         8
Vardas914      Pavarde914             10         6         2         1         9         8         2        10         9         8
Vardas915      Pavarde915              6         3         2         7         4         8         4         8         9         3
Vardas916      Pavarde916              6         5         3         7         4         4         2         8         7         1
Vardas917      Pavarde917             10         8         4         6         8         8         8        10         9         6
Vardas918      Pavarde918              7         8        10         1         9         7         1         7         6         6
Vardas919      Pavarde919             10         6        10         1         1         3         4        10         1         3
Vardas920      Pavarde920              7         6         3         2         5         1         2         6         2         2
Vardas921      Pavarde921              5         6         1         1         8         4         9         7         7         1
Vardas922      Pavarde922              4         8         9         3         4        10         3         6         5        10
Vardas923      Pavarde923             10         5         5         9        10         9         8        10         6         8
Vardas924      Pavarde924              9         7         7         1        10         8         1         8         5         5
Vardas925      Pavarde925              3        10         9         4         4         8         2         6         5         9
Vardas926      Pavarde926              4         1         5         8         1         2         2         2         7         7
Vardas927      Pavarde927              9         2         3         1        10         7         7         2         1         9
Vardas928      Pavarde928              5         4         6         4         1         6         9         7         2         4
Vardas929      Pavarde929              7         8        10        10         5         8         7         9        10        10
Vardas930      Pavarde930              3         6         8         2         2         8         3         3         4         3
Vardas931      Pavarde931              6         1         5         7        10         3         3         5         7         9
Vardas932      Pavarde932              8         1         4         3         1         7         3         3         6        10
Vardas933      Pavarde933              6         8         7         4         3         1         2         3         8         6
Vardas934      Pavarde934             10         5         5         1         1         8         1         9         4         8
Vardas935      Pavarde935              8         6        10         8         2         6         5         2         1         6
Vardas936      Pavarde936              3         7         4         4         9         1         6         6         7         8
Vardas937      Pavarde937              6         3         7         2         1         2         6         3         8         6
Vardas938      Pavarde938              8         1         8         3         8         6         1         1         7         3
Vardas939      Pavarde939              1        10         3         1         9         2        10         5         6         3
Vardas940      Pavarde940              9         4         3         8         9         4         5         8         2         6
Vardas941      Pavarde941              2         7         3         4         5         6         3         5         7         5
Vardas942      Pavarde942              1         8         7         4         6         2         5         9         1        10
Vardas943      Pavarde943              1        10         2         9        10         4         3         2         5         1
Vardas944      Pavarde944              8         2         9        10         8        10         8         6         3         7
Vardas945      Pavarde945              8         6         7         6         3         7         3         9         8        10
Vardas946      Pavarde946              8         8         2         7         1         5         8        10        10         3
Vardas947      Pavarde947              7         7         3         8         4         9         5         5         7         2
Vardas948      Pavarde948              5         8         7         5         2         5         8         2         4         1
Vardas949      Pavarde949              5         7         5         6        10         6         4         6        10         2
Vardas950      Pavarde950              8         8         5         7         4         3         4         8         2         6
Vardas951      Pavarde951              6        10         6         8         1         3         1         9         2         9
Vardas952      Pavarde952              2         5         8         1         3         3         2         4         7         4
Vardas953      Pavarde953              9         3        10         7         4         4         3         3         6         3
Vardas954      Pavarde954              1         9         9         5         8        10         7         9        10         6
Vardas955      Pavarde955              7         1         2         4         6         5         8         6         8         1
Vardas956      Pavarde956              3         4         1        10         6         3         1         7         4         2
Vardas957      Pavarde957              1         5         5         8         5         5         3         3         7         5
Vardas958      Pavarde958              6        10         5         9        10         6         9         2         7         3
Vardas959      Pavarde959              2         8         6         5         2         4         4         7        10         8
Vardas960      Pavarde960              7         8         6         6         9         8         7         4         9        10
Vardas961      Pavarde961              8         4         6         1         1         6         9         9         9         1
Vardas962      Pavarde962              9         1         6         8         4         8         6         4        10         5
Vardas963      Pavarde963              3         2        10         5         9         4         7         7         9         3
Vardas964      Pavarde964              8         9        10         9         4         9         2         5         8        10
Vardas965      Pavarde965              1         8         3         5         1         8         2         5         5         3
Vardas966      Pavarde966              3         8        10         7         9         8         2         4         9         5
Vardas967      Pavarde967              3         2         7         7         7        10         8        10         1         8
Vardas968      Pavarde968              9         6         2         1         4         8         5         6         8         4
Vardas969      Pavarde969              9         1         7         2         6         3         5         2        10         4
Vardas970      Pavarde970              6         8        10         4         6         9        10         1         7         3
Vardas971      Pavarde971              4         9         4         8         2         9         1         2         8         6
Vardas972      Pavarde972             10         5         8         5         4         5         5         9         1         3
Vardas973      Pavarde973              3         9         5         5         8         3         8         9         2         3
Vardas974      Pavarde974              9        10        10         9        10         8         6         2         8         8
Vardas975      Pavarde975              9         3        10         6         4         1         5        10         5         5
Vardas976      Pavarde976              2        10         7         1         8         9         3         6         1         9
Vardas977      Pavarde977              8         9         2         6         2         9         5         6        10         2
Vardas978      Pavarde978              6         1         3         4         1         3         2         8         5         8
Vardas979      Pavarde979              3         5         7         3         1         2         1         3         9         3
Vardas980      Pavarde980              1         7         2         7         8         4         1         6         3         6
Vardas981      Pavarde981              6         7         9         6         7        10         7        10         8         5
Vardas982      Pavarde982              5         7         7        10         1        10         8         6         4         5
Vardas983      Pavarde983              2         1         7         6         3         1         9         8        10         6
Vardas984      Pavarde984              8         9         5         2         1         6         8         5         7         8
Vardas985      Pavarde985              7         1         5         4         6         3         6         2         2         5
Vardas986      Pavarde986              1        10         2         8         8         4         9         2         4         7
Vardas987      Pavarde987              5         2         6         9        10         1        10        10         9         4
Vardas988      Pavarde988              1         6         5        10         6         1         7         5         2         8
Vardas989      Pavarde989              5         1         5         7         1         2         8         6        10         9
Vardas990      Pavarde990              1         6         8         9         6         8         4         5         5         2
Vardas991      Pavarde991              4         1         5         3         4         2         2         5         2        10
Vardas992      Pavarde992             10         7        10         7         9         2         3         5         5         2
Vardas993      Pavarde993              4         5         3         2         5         9         7         2         6         2
Vardas994      Pavarde994              7         6         4         4         1        10         3         1         4         8
Vardas995      Pavarde995              1         6         7         6         1         3         6         2         7         7
Vardas996      Pavarde996              2        10         9         2         3         2         3         5         2         9
Vardas997      Pavarde997              8        10         7         8         2         5         2         4         2         9
Vardas998      Pavarde998              5         1         6        10         3         2         6         8         2         7
Vardas999      Pavarde999              5         4         5         6         6         7         6         3         3         8
Vardas1000     Pavarde1000             8         4         8         3         6         6         9        10         8         7
