Vardas         Pavarde               ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9      Egz.
Vardas3650     Pavarde3650             2         8        10         7         4         9         6         3         2         9
Vardas3651     Pavarde3651             2         9         8         4         4         1         2         3        10         7
Vardas3652     Pavarde3652             9         8         5         3         3        10         3         3        10         2
Vardas3653     Pavarde3653            10        10         3         7         6        10         1         1         6         5
Vardas3654     Pavarde3654             5         4         8         7         1         7         4         7         2        10
Vardas3655     Pavarde3655             4         2         8         1         3         1         9         1         3         2
Vardas3656     Pavarde3656             2         1         1         7         9         8         9         6         7         2
Vardas3657     Pavarde3657             3         2         3         6         4         1         9         9         1         1
Vardas3658     Pavarde3658             4         6         9         2         3         5        10         8         4         5
Vardas3659     Pavarde3659             8         2         3         9         4         4         2         6         3         2
Vardas3660     Pavarde3660             9         6         2        10         2         6         7         3         8         6
Vardas3661     Pavarde3661             8         1         8        10         1         4         4         7         9         1
Vardas3662     Pavarde3662             5         8        10         4         1         8        10         7         7         2
Vardas3663     Pavarde3663             7         2         6         6         6         1         1         6         3         7
Vardas3664     Pavarde3664             6         2         3         9         7         3         9         8         3         7
Vardas3665     Pavarde3665             9         8        10         6         9         5         4        10         6         1
Vardas3666     Pavarde3666             7         6         9         4         6         3         7         3        10         8
Vardas3667     Pavarde3667            10         6        10         8         2         7         2         8         9         4
Vardas3668     Pavarde3668             5         3         1         5         7         2         9         1         1         5
Vardas3669     Pavarde3669             5         8         5         8         1         1         1         9        10         2
Vardas3670     Pavarde3670             8         5         4         4        10        10         2         5         9         7
Vardas3671     Pavarde3671             5        10         3         8         2         9         9         6         1        10
Vardas3672     Pavarde3672             8         2         7         1         3         6         1         3         2         7
Vardas3673     Pavarde3673             5        10         2         8         7        10         1        10         7         7
Vardas3674     Pavarde3674             6         7         7         9         6        10         6        10         5        10
Vardas3675     Pavarde3675             5         3         6         8         8        10         2         7         5        10
Vardas3676     Pavarde3676             2         5         2         5         1         5         9         7         3         6
Vardas3677     Pavarde3677             4         6         4         6         8         1         6         3         2         2
Vardas3678     Pavarde3678             9         2         8         9         3         2         4         8         4         1
Vardas3679     Pavarde3679             3         4         9         3         1         8         4         3         2         9
Vardas3680     Pavarde3680             9         3         2         1         7         1         5         7         6         2
Vardas3681     Pavarde3681             1         7         4         5         4         3         8        10         6         1
Vardas3682     Pavarde3682             2         6         6         3         8         6         1         5         7         8
Vardas3683     Pavarde3683             2         7         2         6         9         6         9         4         3         2
Vardas3684     Pavarde3684             7         9         4         5         1         6         5         7         5         5
Vardas3685     Pavarde3685            10         9         6         2         9         9         5         3         4         2
Vardas3686     Pavarde3686             7         4         3         2         1         4         7         5         3         2
Vardas3687     Pavarde3687            10         9         2         5        10        10         9         8         8         1
Vardas3688     Pavarde3688             1         1         6         2         6         8        10        10         3         9
Vardas3689     Pavarde3689             4        10         3         2         9         3         3        10         5         2
Vardas3690     Pavarde3690             6         4         3         5         2         4         3         8         2         2
Vardas3691     Pavarde3691             9         1         2         5         1         2         9         9        10         7
Vardas3692     Pavarde3692             6         5         3         1         5         1         2         5         6         9
Vardas3693     Pavarde3693             6        10        10        10         4         7        10         1         9         6
Vardas3694     Pavarde3694             1         2         2        10         7         4         3         4         7         6
Vardas3695     Pavarde3695             9         9         2        10         2         6         1         1        10         2
Vardas3696     Pavarde3696             2         9         6         9         7        10         7        10         3         3
Vardas3697     Pavarde3697             1         2         1         8         8        10         4         3        10         7
Vardas3698     Pavarde3698             8         1         2         6         2         5         1         3         2         1
Vardas3699     Pavarde3699             9        10         9         3         7         5         8         1         6         5
Vardas3700     Pavarde3700             2         2         2         9         5         1         6         8         7         3
Vardas3701     Pavarde3701             5        10         6         8         4         7         8        10         4         5
Vardas3702     Pavarde3702            10         9         3         9         3         6         5         7         8         3
Vardas3703     Pavarde3703             8         5         2         1         4         9         3         4         7         1
Vardas3704     Pavarde3704             5         4         9         8        10         3         1        10         5         6
Vardas3705     Pavarde3705             4         7         1         5         6         8         4         6         4         8
Vardas3706     Pavarde3706             3         7         3         2         4         8         2         6         1         1
Vardas3707     Pavarde3707            10         8         6        10         7         7         1         5         2         4
Vardas3708     Pavarde3708             5         9         9         3        10         7         2         3         5         7
Vardas3709     Pavarde3709             9         5         5         8         3         2         3         3         9         4
Vardas3710     Pavarde3710             8         7         6        10         1         2         1         2         6         7
Vardas3711     Pavarde3711             8         6        10        10         9         9         9        10         8         3
Vardas3712     Pavarde3712             3        10         3         1         4         1         7         7         9         1
Vardas3713     Pavarde3713             7         1         6         9         9        10         8         8         4         4
Vardas3714     Pavarde3714             9         7         5         7         3         7         1         9         6         1
Vardas3715     Pavarde3715             2         5         9         7        10         2         1         9         3         8
Vardas3716     Pavarde3716             5         2         6         5         4         7         6         8         6         1
Vardas3717     Pavarde3717             7         4         1         5        10         9         4         3         2         1
Vardas3718     Pavarde3718             7         7         6        10         1         7         7         3         4         8
Vardas3719     Pavarde3719             1         6         8         3         8         2        10         1         2         5
Vardas3720     Pavarde3720             2        10         5         8         7         9        10         9         9         2
Vardas3721     Pavarde3721             7         2         1         8         3         7        10         9        10         6
Vardas3722     Pavarde3722             2         1         7         9         5         1         3         9         8         1
Vardas3723     Pavarde3723             3         5         5         2        10         4         5         6         8         5
Vardas3724     Pavarde3724             7         5         9         4         7         3         4        10         5         1
Vardas3725     Pavarde3725             5         1        10         8         7         6         2         9         4         7
Vardas3726     Pavarde3726             5         6         4         9         5        10         9         5         6         4
Vardas3727     Pavarde3727             5         2         2         7         1        10         1         4         3         9
Vardas3728     Pavarde3728            10         3         1         3         3         5         4         5         3         2
Vardas3729     Pavarde3729             8         5         4         6         1         9         6         6         1        10
Vardas3730     Pavarde3730             4         7         3        10         2         3        10         1         8         1
Vardas3731     Pavarde3731            10         8         4         5         2         6         6         7         5         8
Vardas3732     Pavarde3732             4         7         8         5         5         9         6         6         3         4
Vardas3733     Pavarde3733             7         8         3         1         9         2         3         4         8         3
Vardas3734     Pavarde3734             1         5         3         7         4         4         7         7         4         9
Vardas3735     Pavarde3735             7         8         6         7         1        10         3         8         9         3
Vardas3736     Pavarde3736             9         1         5         5         4         3         1         7         5         7
Vardas3737     Pavarde3737             1         7         5         3        10         7         7         7         9         8
Vardas3738     Pavarde3738             7         8         8         2        10         2         9         1        10         7
Vardas3739     Pavarde3739             8         2         4        10         9         6         4         9         6         9
Vardas3740     Pavarde3740             7         1         1         3         5         7         3         8         3         4
Vardas3741     Pavarde3741             1         3         3         6        10         2         9         8         8         3
Vardas3742     Pavarde3742            10         7         3        10         2         3         2        10         8         4
Vardas3743     Pavarde3743             8         9         7         7         9         2         4         5         4         8
Vardas3744     Pavarde3744             8         2         2        10         7        10         3        10         2         4
Vardas3745     Pavarde3745             6         2         2         2         9         9         4         2         7         6
Vardas3746     Pavarde3746             9         6         5         4         9         9         1         4         6         3
Vardas3747     Pavarde3747             6         7         3         5         8         4         5         1         5         1
Vardas3748     Pavarde3748             8        10         8         1         5         1         5         9         6         9
Vardas3749     Pavarde3749             5         7         9         3         4         2         2         7         9        10
Vardas3750     Pavarde3750             8         7         6         6         8         8         7        10         3         7
Vardas3751     Pavarde3751            10         8         6         9         4         7         4         1         5         8
Vardas3752     Pavarde3752             3         8         2         9        10         4         2        10         9         1
Vardas3753     Pavarde3753             7         5         9         4         2         1         3         4         3         9
Vardas3754     Pavarde3754             1         1         6        10         4         4         8         3         3        10
Vardas3755     Pavarde3755             6        10         4         6         1         3         1         4         8         2
Vardas3756     Pavarde3756             7         3         4         1         1        10         9         3         6         4
Vardas3757     Pavarde3757             7         8         4         8        10         6         9        10         5         4
Vardas3758     Pavarde3758             7         7         5         8         5         7         9         8         4         6
Vardas3759     Pavarde3759            10         6         3         9         4         9         1         5         4         4
Vardas3760     Pavarde3760             6         6        10         7        10         2         8         4         1         8
Vardas3761     Pavarde3761             6         6         6         6         2         1         8         6         4         2
Vardas3762     Pavarde3762             2         3         4         8         7         2         3         1         7         1
Vardas3763     Pavarde3763             8         2         4         9        10         3         8         1         7         3
Vardas3764     Pavarde3764             7         1         4         8        10         5         6         1         8         2
Vardas3765     Pavarde3765             9         8         3         3        10         2         3         1         1         2
Vardas3766     Pavarde3766             7         5         3        10         8         6         1         7         8         1
Vardas3767     Pavarde3767            10         1         3         5         1         9         4         5         6         3
Vardas3768     Pavarde3768            10         5         9         6         3         9         5         9         5         3
Vardas3769     Pavarde3769             5        10         8         5         3         6         5         1         5        10
Vardas3770     Pavarde3770             1         3         3         7         2         8        10         4         3         2
Vardas3771     Pavarde3771             9         2         2         9        10        10        10        10         9         6
Vardas3772     Pavarde3772             9        10         7         6         5         3         8         9         5         6
Vardas3773     Pavarde3773            10         1         3        10         5         1         4        10         6         4
Vardas3774     Pavarde3774            10         9         1         4         4        10         9         1         6         6
Vardas3775     Pavarde3775             4         9         5         1         1         1         3         1         7         8
Vardas3776     Pavarde3776             4         4        10         1         9         6         2         1         5         1
Vardas3777     Pavarde3777             3         9         4         7        10         3         8         8         3         6
Vardas3778     Pavarde3778             5         3         6         8         6         9         6        10         5         2
Vardas3779     Pavarde3779             9         5         5         5         5         5         1         8         7         5
Vardas3780     Pavarde3780             3         7        10         1         5         9         1         8         5         8
Vardas3781     Pavarde3781             6         5         1         2         4        10         6        10         8         6
Vardas3782     Pavarde3782             5         4         3         9         6         8         7         3         3         5
Vardas3783     Pavarde3783             6         8         3         3         5         6         6        10         6         8
Vardas3784     Pavarde3784             8         5        10         1         7         1         9         5         1         6
Vardas3785     Pavarde3785             3         5         6         2         2         4         7         6         9         1
Vardas3786     Pavarde3786             7         2         3         5         7         9        10         3         6         2
Vardas3787     Pavarde3787             4         2         7         3        10         5         6         1         8         6
Vardas3788     Pavarde3788             3         8         4         5        10         1         9        10         4         5
Vardas3789     Pavarde3789             3         6         4         9        10         1         8         6         3         7
Vardas3790     Pavarde3790            10         6         5         8         7        10         3        10         2         8
Vardas3791     Pavarde3791            10         1         2        10         9         9         7         1         1         2
Vardas3792     Pavarde3792             1         6         5        10         6         4         6         9         3         6
Vardas3793     Pavarde3793            10         7         3         4         1         3         5         5         5         4
Vardas3794     Pavarde3794             7         8         3         1         3         3        10         3         6         9
Vardas3795     Pavarde3795             9         6         1         9         9         8         1         5         4         2
Vardas3796     Pavarde3796             2         6        10         5         6         2         6         7         8         2
Vardas3797     Pavarde3797             9         7         1         7        10        10         9         5         6         5
Vardas3798     Pavarde3798             3         3         5         7        10         1         1         2         4         6
Vardas3799     Pavarde3799             4         5         6         6         9         8         8         8         6         4
Vardas3800     Pavarde3800             4         1        10         8         4         4        10         4         3         7
Vardas3801     Pavarde3801            10         6        10         2         8         1         9         5         7         3
Vardas3802     Pavarde3802             8         9         1         2         8         5         7         5         6        10
Vardas3803     Pavarde3803             1         7        10         7        10         3         6        10         7         1
Vardas3804     Pavarde3804            10        10         5         7         8         8         5        10         9         7
Vardas3805     Pavarde3805             7         5         9         8         8         6         7         5         7         4
Vardas3806     Pavarde3806             5         4         3         5         1         8         6         4         7         3
Vardas3807     Pavarde3807             2        10         1         8         6         5        10         8        10         4
Vardas3808     Pavarde3808             3         6         3         2         9         7         5         2         4        10
Vardas3809     Pavarde3809            10         5         9         2         6         6        10         3         8         5
Vardas3810     Pavarde3810             3         9         7         9         3         2         7        10         5         7
Vardas3811     Pavarde3811            10         6         3        10         8         9         7         7         3         1
Vardas3812     Pavarde3812             1         1         2         9         9         2         9         1         8         1
Vardas3813     Pavarde3813             8         5         7        10         4         8         6        10         9         7
Vardas3814     Pavarde3814             8         7         4         4         3         2         4         7         6         7
Vardas3815     Pavarde3815             2         6        10        10         4         5         3         7         4         5
Vardas3816     Pavarde3816             1         2         7         2         7         8         9         4         3         9
Vardas3817     Pavarde3817             1         6         6         6         2         8         3         3         5         4
Vardas3818     Pavarde3818            10         4         8         3         5         9         4         6         1         4
Vardas3819     Pavarde3819             8         7         7         9         4         4         4        10         5         8
Vardas3820     Pavarde3820             7         9         4         1         3         3         4         4         4        10
Vardas3821     Pavarde3821             5         4         9         8         5         1         6         8        10         5
Vardas3822     Pavarde3822            10         7         6         9         1         2        10        10         8         3
Vardas3823     Pavarde3823             8        10        10         2         6         7         7         5         9         6
Vardas3824     Pavarde3824            10        10         9        10        10         4         5         5        10        10
Vardas3825     Pavarde3825             8         5         1         7         4         3         7         7         9         7
Vardas3826     Pavarde3826             8         1         3         4         8         7        10         7        10        10
Vardas3827     Pavarde3827             5         8         3         8         1         3         2         6         9        10
Vardas3828     Pavarde3828             9         9         3        10         7         3         9         1         5         1
Vardas3829     Pavarde3829             2         2         2         9         8        10         5         9         1        10
Vardas3830     Pavarde3830             5         2         3         2         4         8         2         7         2        10
Vardas3831     Pavarde3831            10        10         2         1         7         6         9         5        10        10
Vardas3832     Pavarde3832             6         2         8         4         1         3        10         2        10         9
Vardas3833     Pavarde3833             6         1        10         9         2         3         1         1         7         1
Vardas3834     Pavarde3834             5         8         4         9         1         1         3         5         2         8
Vardas3835     Pavarde3835             4         1         1        10         7         8         5         5         9         8
Vardas3836     Pavarde3836             1         6         7         8         3         2         4         4         4         9
Vardas3837     Pavarde3837            10         1         4         5         9         3         9         2         7        10
Vardas3838     Pavarde3838             2         7         9         8         1         9         5         7         1         8
Vardas3839     Pavarde3839             2        10         1         5         4         9         4         5        10         5
Vardas3840     Pavarde3840             4         6        10         9         6         7         8         9        10         6
Vardas3841     Pavarde3841             2         2         2         1         7         8         5         2         8         1
Vardas3842     Pavarde3842             5        10         8         5         2         7         9         8         4         5
Vardas3843     Pavarde3843             4         9        10         9         1         5         2         3         8         9
Vardas3844     Pavarde3844             1         7         8         3         2         2         9         8         2        10
Vardas3845     Pavarde3845             2         7         6         8         2         6         6         9         8         7
Vardas3846     Pavarde3846             4         7         5         3         2         9         9         2         9         6
Vardas3847     Pavarde3847             4         7         3         2         6         4         5         1         5         8
Vardas3848     Pavarde3848            10         9         7         6         4         6        10         1         6         6
Vardas3849     Pavarde3849             4         5         3         7        10         9         2         1         8         1
Vardas3850     Pavarde3850            10         6         3        10         8         2         6         8         5         5
Vardas3851     Pavarde3851             3         9         3         6         3         5         5         9         8         4
Vardas3852     Pavarde3852             7         5         7         9         9         8         5         4         8         5
Vardas3853     Pavarde3853            10         8        10        10        10         4        10         2         8         8
Vardas3854     Pavarde3854             3        10         4         4        10         9         6        10         3         3
Vardas3855     Pavarde3855             5         5         8         6         6         5         7         8         1         3
Vardas3856     Pavarde3856             5         1         3         4         6         2         8         8         7         7
Vardas3857     Pavarde3857             4         8        10         3         9         7         3         4         3         5
Vardas3858     Pavarde3858             1         3         3         7         3         2         8         2         1         4
Vardas3859     Pavarde3859             7         4        10         5         2         3         9         8         1         1
Vardas3860     Pavarde3860             8         7         2         2         2         3         6         6         5         5
Vardas3861     Pavarde3861             6         5         5         7         7         5         8         4         2         7
Vardas3862     Pavarde3862             2         4         5         3         6         9         5         1         8         7
Vardas3863     Pavarde3863             8         5        10         1        10         3         1        10         5         3
Vardas3864     Pavarde3864             7         1         3         4         3         2         5        10         8         7
Vardas3865     Pavarde3865             7         8         1         4         5         3         3         3         3        10
Vardas3866     Pavarde3866             5         1         1         3         7         1         9         9         7         5
Vardas3867     Pavarde3867            10         6         9         4        10         2        10         1         7         5
Vardas3868     Pavarde3868             2         7         4         6         1         6        10         9         1         3
Vardas3869     Pavarde3869             5         7         7         2         1         7         3        10         3         8
Vardas3870     Pavarde3870             6         2         1         5         1         8         4         4         3         5
Vardas3871     Pavarde3871             7         9         2         5         8         5         5         6         9         9
Vardas3872     Pavarde3872            10         5         4         9        10         5        10         2         8         2
Vardas3873     Pavarde3873             2         9         9         4         9         2        10         9         7         9
Vardas3874     Pavarde3874             9         7         1         7         8         1         9         9         3        10
Vardas3875     Pavarde3875             7         1         4         5         1         1         7         8         1         4
Vardas3876     Pavarde3876             3         9        10         7         8         9        10         2         3         2
Vardas3877     Pavarde3877            10         2         2         8         1         4         6         7         7         7
Vardas3878     Pavarde3878             3         6         3         5         9         1         8         7         7         6
Vardas3879     Pavarde3879             6         7         4         9         4         7         5         1         9         6
Vardas3880     Pavarde3880             1         4         5         3        10         5         5         3         3         6
Vardas3881     Pavarde3881             3         8         6         1         3         2         2         1         5         7
Vardas3882     Pavarde3882             4         5         6         4         4        10         6         3         6         5
Vardas3883     Pavarde3883             1         8         2         9         6         6         9         3         5         6
Vardas3884     Pavarde3884             2         7         8         2         8         9         8         4         3         4
Vardas3885     Pavarde3885             9         1         6        10        10         2         8        10         7        10
Vardas3886     Pavarde3886             6         3        10         8         5         5        10         8         4        10
Vardas3887     Pavarde3887             3        10         7         1         9         6         3         2         5         2
Vardas3888     Pavarde3888             2         2         6         5         1         3         3         4         4         7
Vardas3889     Pavarde3889             8         5         1         4         6         9        10         1         2         8
Vardas3890     Pavarde3890             2         1         3         4         1         2         1         3         7         8
Vardas3891     Pavarde3891             6         9         6         1         9         7         6         6         5         2
Vardas3892     Pavarde3892             5         5         4         8         4         9         5         3         3         6
Vardas3893     Pavarde3893             9         8         9         8         3         3         2         1         9         3
Vardas3894     Pavarde3894             7         1         1        10         6         7        10         3         5         1
Vardas3895     Pavarde3895             8         5         7         1         1        10         8         8         4         2
Vardas3896     Pavarde3896             3         4         2        10         6         6        10         8         7         3
Vardas3897     Pavarde3897             9         2         9        10         6         3         7         6         6         9
Vardas3898     Pavarde3898             8         5         6         2         1         2         2         3         3         6
Vardas3899     Pavarde3899             1         8         1        10         7         8         8         5         8         5
Vardas3900     Pavarde3900             2         5         7         2         7         9         3         5        10        10
Vardas3901     Pavarde3901             5         2         7         3         6         6         9        10         8         2
Vardas3902     Pavarde3902             3         4         8         1         4         1         6         9         8         4
Vardas3903     Pavarde3903             3         5         5         6         6         8         6         2         7         2
Vardas3904     Pavarde3904             2         9        10         7         3         3        10         3         9         9
Vardas3905     Pavarde3905             1         7        10         1        10         8         6         8         3         8
Vardas3906     Pavarde3906             8         3         9         4         1         2         4         6         4         9
Vardas3907     Pavarde3907            10         5         9        10         2         7         9         6         6         1
Vardas3908     Pavarde3908             8         8         3         5         6        10         5         5        10         6
Vardas3909     Pavarde3909             6        10         8         9         9         1         2         9         4         4
Vardas3910     Pavarde3910             8         5         7         1         7         9         5         2         2         2
Vardas3911     Pavarde3911             7         4         3         4         7         1         6         9         5        10
Vardas3912     Pavarde3912             4         3         9         7         9         3         7         1         6        10
Vardas3913     Pavarde3913             2         7         3         8         8         9         6         1         4         9
Vardas3914     Pavarde3914             3         1         8         8        10         2         6         1         4         1
Vardas3915     Pavarde3915            10         8         4         2         4         4         4        10         3         8
Vardas3916     Pavarde3916             3         3         7         5         6        10         7         6         1         7
Vardas3917     Pavarde3917             4         2         3         8         7         6         6         6         9         3
Vardas3918     Pavarde3918             6         4         4        10         9         3         4         4         5         7
Vardas3919     Pavarde3919             3         7         2        10         9        10         6         4        10         9
Vardas3920     Pavarde3920             8         4         2         7         8         3         6         1         8         5
Vardas3921     Pavarde3921             9         5         4         7         6        10         4         2         5         7
Vardas3922     Pavarde3922             5         2         9         4         5         1         3         7         6         6
Vardas3923     Pavarde3923             5         2         6         2        10         8         4        10         2         6
Vardas3924     Pavarde3924             9         5         8         1         4        10         7         6         2         9
Vardas3925     Pavarde3925            10         2         1         5         3         5         8         6         1         4
Vardas3926     Pavarde3926             8         6         2         9         8         4         3         6         6         3
Vardas3927     Pavarde3927             7         6         7         2         6         9         6         8         5         8
Vardas3928     Pavarde3928             2        10         4         5         8         4         5         1         2         9
Vardas3929     Pavarde3929             2         9         1         3        10         8        10         7         8         6
Vardas3930     Pavarde3930             8        10         3         7        10         5         4         6         9         5
Vardas3931     Pavarde3931             9         2         6         6         1         2         2         7        10         2
Vardas3932     Pavarde3932             3         3         5         4         7        10         4         1         9         7
Vardas3933     Pavarde3933             9         4         6         6         1         4         8         7         4         5
Vardas3934     Pavarde3934             1         1         9         8         3         9         6        10         8        10
Vardas3935     Pavarde3935             6         1         7         6         5         1         9         1         3         3
Vardas3936     Pavarde3936            10         5         7         3         2         7         4         4         6         8
Vardas3937     Pavarde3937             4         4         2         7         1         6         9         4         5         2
Vardas3938     Pavarde3938             9         1         3         3         4         6         9         9         8         9
Vardas3939     Pavarde3939             4         9         2         2         2         8         8         7         2        10
Vardas3940     Pavarde3940             9         7         6         9        10         5         8         6         4         1
Vardas3941     Pavarde3941             1         9         6         2         1         3         7         9         7         8
Vardas3942     Pavarde3942             4         3         4         2         5         5         8         8         9         1
Vardas3943     Pavarde3943             4         5         5         4         4         4         2        10         3         5
Vardas3944     Pavarde3944             6         3         3         9         9         4         7         2         4         8
Vardas3945     Pavarde3945             1         3         8         6         7         9         9        10         3         3
Vardas3946     Pavarde3946             4         1        10         6         8         3         1         2         2         5
Vardas3947     Pavarde3947            10         6         6         5         1         2         2         6         8         4
Vardas3948     Pavarde3948             1         6        10         1         7         4         3         1        10         2
Vardas3949     Pavarde3949             7        10         8         4         3         2         5         1         7         5
Vardas3950     Pavarde3950             7         1         5         4         7         7         4         7        10        10
Vardas3951     Pavarde3951             6        10        10         1         7         1        10         4         3         1
Vardas3952     Pavarde3952             3         1         4         6        10         1         8         7         9         5
Vardas3953     Pavarde3953             8         1         1         9         5         4         8         7         6         8
Vardas3954     Pavarde3954             6         5         4         6         4         6         2         4         8         9
Vardas3955     Pavarde3955             5         7         7         8         9        10         1        10         2        10
Vardas3956     Pavarde3956             1         9         8         7         1         2         9         3         8         9
Vardas3957     Pavarde3957             3         2         2         6         6         2         9         9         8         5
Vardas3958     Pavarde3958             3        10         9         4         5         5         1         3         6         3
Vardas3959     Pavarde3959             2        10        10         5         9         5         6         9         7         8
Vardas3960     Pavarde3960             5         8         5        10         5         8        10         3         6         7
Vardas3961     Pavarde3961             9         9         2         7         2         3         5         9         8         5
Vardas3962     Pavarde3962             9         5         4        10         9         3         8         8         8        10
Vardas3963     Pavarde3963             2         6        10        10         6         3        10         6         3         2
Vardas3964     Pavarde3964             7        10         8         5         6        10        10        10         6        10
Vardas3965     Pavarde3965             6         6         2         6         5         7         3         8         4        10
Vardas3966     Pavarde3966             8         8         6         6         1         6        10        10         7         2
Vardas3967     Pavarde3967             8         1        10        10         3         2         8         3         3         7
Vardas3968     Pavarde3968             7        10         1         5         4         6         8         8         9         2
Vardas3969     Pavarde3969             5         2         7         5         3         3         5         3         3         4
Vardas3970     Pavarde3970             5         9         1         8         5         8         3        10         3         9
Vardas3971     Pavarde3971             4         2         3        10         8         6         6         6         2         2
Vardas3972     Pavarde3972             2         7         5         9        10        10        10         4         4         9
Vardas3973     Pavarde3973             8         8         3         4         5         6         8         5         9         7
Vardas3974     Pavarde3974            10         4         5         9         7         5         9         2         4         8
Vardas3975     Pavarde3975             5         6         4         7         6         8         1         9         1         9
Vardas3976     Pavarde3976            10         8         5         6         3         4         7        10         2         1
Vardas3977     Pavarde3977             6         7         5         4        10         5         6         5         9         3
Vardas3978     Pavarde3978             8         4         2        10         3         5         4         6         5         2
Vardas3979     Pavarde3979             6         7         7         4         7         6         3         4         5         4
Vardas3980     Pavarde3980             9         5         3         2        10         7         9         4         2         4
Vardas3981     Pavarde3981             2         5         8         6         2         4         4         8         5         1
Vardas3982     Pavarde3982             2         1         7         1         7         4         4         6         9        10
Vardas3983     Pavarde3983             9         4         6         7         9         7         1         7         9         1
Vardas3984     Pavarde3984             3         1         9         1         9         9         1         8         6         2
Vardas3985     Pavarde3985             5        10         4         3         4         2         6         7         3         6
Vardas3986     Pavarde3986             9         2         9         2         1         2         6        10         6         3
Vardas3987     Pavarde3987             9         8         9         5         9         6        10         2         7         8
Vardas3988     Pavarde3988             9         4         7         6         3         6         8         8         6         1
Vardas3989     Pavarde3989             2         1         5         8         6         5        10         8         3         4
Vardas3990     Pavarde3990             7         4         6         5         8         1         8         3         7         5
